Date,Visitor,Visitor Goals,Home,Home Goals,Extra,Attendance,Length
2019-02-14,Calgary Flames,2,Florida Panthers,3,SO,10198,169
2019-02-14,Vancouver Canucks,4,Los Angeles Kings,3,SO,18230,168
2019-02-14,Montreal Canadiens,1,Nashville Predators,3,Regular,17417,157
2019-02-14,Washington Capitals,5,San Jose Sharks,1,Regular,17562,136
2019-02-14,Dallas Stars,0,Tampa Bay Lightning,6,Regular,19092,148
2019-02-14,Toronto Maple Leafs,6,Vegas Golden Knights,3,Regular,18214,152
2019-02-14,Colorado Avalanche,4,Winnipeg Jets,1,Regular,15321,146
2019-02-15,Boston Bruins,3,Anaheim Ducks,0,Regular,17174,143
2019-02-15,New York Rangers,6,Buffalo Sabres,2,Regular,19070,149
2019-02-15,Edmonton Oilers,1,Carolina Hurricanes,3,Regular,14430,155
2019-02-15,New Jersey Devils,5,Minnesota Wild,4,OT,19041,160
2019-02-16,Toronto Maple Leafs,0,Arizona Coyotes,2,Regular,17125,143
2019-02-16,Dallas Stars,0,Carolina Hurricanes,3,Regular,14369,143
2019-02-16,Columbus Blue Jackets,5,Chicago Blackhawks,2,Regular,22196,142
2019-02-16,St. Louis Blues,3,Colorado Avalanche,0,Regular,18076,146
2019-02-16,Boston Bruins,4,Los Angeles Kings,2,Regular,18230,142
2019-02-16,Edmonton Oilers,2,New York Islanders,5,Regular,14812,149
2019-02-16,Detroit Red Wings,5,Philadelphia Flyers,6,OT,19342,157
2019-02-16,Calgary Flames,5,Pittsburgh Penguins,4,Regular,18667,151
2019-02-16,Vancouver Canucks,2,San Jose Sharks,3,Regular,17562,150
2019-02-16,Montreal Canadiens,0,Tampa Bay Lightning,3,Regular,19092,162
2019-02-16,Nashville Predators,1,Vegas Golden Knights,5,Regular,18430,159
2019-02-16,Ottawa Senators,4,Winnipeg Jets,3,OT,15321,153
2019-02-17,Washington Capitals,2,Anaheim Ducks,5,Regular,17495,150
2019-02-17,Montreal Canadiens,3,Florida Panthers,6,Regular,16212,157
2019-02-17,St. Louis Blues,4,Minnesota Wild,0,Regular,19102,142
2019-02-17,Buffalo Sabres,1,New Jersey Devils,4,Regular,16514,144
2019-02-17,New York Rangers,5,Pittsburgh Penguins,6,Regular,18646,152
2019-02-18,Tampa Bay Lightning,5,Columbus Blue Jackets,1,Regular,16411,151
2019-02-18,Arizona Coyotes,2,Calgary Flames,5,Regular,18985,145
2019-02-18,Ottawa Senators,7,Chicago Blackhawks,8,Regular,21338,153
2019-02-18,Vegas Golden Knights,0,Colorado Avalanche,3,Regular,17808,142
2019-02-18,Washington Capitals,3,Los Angeles Kings,2,Regular,18230,138
2019-02-18,Boston Bruins,6,San Jose Sharks,5,OT,17562,163
2019-02-19,New York Rangers,2,Carolina Hurricanes,1,Regular,13343,149
2019-02-19,Nashville Predators,5,Dallas Stars,3,Regular,17985,158
2019-02-19,Arizona Coyotes,3,Edmonton Oilers,2,SO,18347,159
2019-02-19,Buffalo Sabres,2,Florida Panthers,4,Regular,10340,160
2019-02-19,Anaheim Ducks,4,Minnesota Wild,0,Regular,18533,152
2019-02-19,Columbus Blue Jackets,2,Montreal Canadiens,3,Regular,20858,146
2019-02-19,Pittsburgh Penguins,4,New Jersey Devils,3,Regular,15824,144
2019-02-19,Tampa Bay Lightning,5,Philadelphia Flyers,2,Regular,18932,152
2019-02-19,Toronto Maple Leafs,2,St. Louis Blues,3,OT,18598,157
2019-02-20,New York Islanders,2,Calgary Flames,4,Regular,18632,144
2019-02-20,Winnipeg Jets,1,Colorado Avalanche,7,Regular,15021,156
2019-02-20,Boston Bruins,3,Vegas Golden Knights,2,SO,18222,158
2019-02-21,St. Louis Blues,2,Dallas Stars,5,Regular,17945,153
2019-02-21,New York Islanders,3,Edmonton Oilers,4,OT,18347,151
2019-02-21,Carolina Hurricanes,4,Florida Panthers,3,Regular,10750,158
2019-02-21,Philadelphia Flyers,1,Montreal Canadiens,5,Regular,21302,152
2019-02-21,Ottawa Senators,0,New Jersey Devils,4,Regular,12964,133
2019-02-21,Los Angeles Kings,1,Nashville Predators,2,Regular,17510,143
2019-02-21,Minnesota Wild,4,New York Rangers,1,Regular,17271,149
2019-02-21,San Jose Sharks,4,Pittsburgh Penguins,0,Regular,18362,156
2019-02-21,Buffalo Sabres,1,Tampa Bay Lightning,2,SO,19092,168
2019-02-21,Washington Capitals,3,Toronto Maple Leafs,2,Regular,19378,145
2019-02-21,Arizona Coyotes,3,Vancouver Canucks,2,OT,18568,152
2019-02-22,Anaheim Ducks,1,Calgary Flames,2,Regular,18960,139
2019-02-22,Colorado Avalanche,5,Chicago Blackhawks,3,Regular,21653,147
2019-02-22,Columbus Blue Jackets,3,Ottawa Senators,0,Regular,13918,140
2019-02-22,Winnipeg Jets,6,Vegas Golden Knights,3,Regular,18280,155
2019-02-23,Washington Capitals,2,Buffalo Sabres,5,Regular,19070,150
2019-02-23,San Jose Sharks,0,Columbus Blue Jackets,4,Regular,19025,141
2019-02-23,Carolina Hurricanes,3,Dallas Stars,0,Regular,18532,149
2019-02-23,Anaheim Ducks,1,Edmonton Oilers,2,Regular,18347,151
2019-02-23,Los Angeles Kings,1,Florida Panthers,6,Regular,14290,142
2019-02-23,Colorado Avalanche,5,Nashville Predators,0,Regular,17760,153
2019-02-23,New Jersey Devils,2,New York Rangers,5,Regular,17371,151
2019-02-23,Boston Bruins,1,St. Louis Blues,2,SO,18425,159
2019-02-23,Montreal Canadiens,3,Toronto Maple Leafs,6,Regular,19506,159
2019-02-23,New York Islanders,4,Vancouver Canucks,0,Regular,18871,142
2019-02-24,Winnipeg Jets,1,Arizona Coyotes,4,Regular,17125,148
2019-02-24,Dallas Stars,4,Chicago Blackhawks,3,Regular,21474,152
2019-02-24,St. Louis Blues,1,Minnesota Wild,2,OT,18645,151
2019-02-24,Calgary Flames,2,Ottawa Senators,1,Regular,13160,144
2019-02-24,New York Rangers,5,Washington Capitals,6,OT,18506,160
2019-02-25,Florida Panthers,4,Colorado Avalanche,3,OT,14338,161
2019-02-25,Montreal Canadiens,1,New Jersey Devils,2,Regular,12791,161
2019-02-25,Edmonton Oilers,2,Nashville Predators,3,SO,17481,166
2019-02-25,Los Angeles Kings,3,Tampa Bay Lightning,4,SO,19092,203
2019-02-25,Buffalo Sabres,3,Toronto Maple Leafs,5,Regular,19026,149
2019-02-25,Anaheim Ducks,0,Vancouver Canucks,4,Regular,18542,143
2019-02-26,Florida Panthers,3,Arizona Coyotes,4,SO,11912,168
2019-02-26,San Jose Sharks,1,Boston Bruins,4,Regular,17565,146
2019-02-26,Los Angeles Kings,1,Carolina Hurricanes,6,Regular,13042,145
2019-02-26,Pittsburgh Penguins,5,Columbus Blue Jackets,2,Regular,18776,145
2019-02-26,Buffalo Sabres,2,Philadelphia Flyers,5,Regular,18466,150
2019-02-26,Nashville Predators,0,St. Louis Blues,2,Regular,16645,140
2019-02-26,Dallas Stars,1,Vegas Golden Knights,4,Regular,18261,159
2019-02-26,Minnesota Wild,3,Winnipeg Jets,2,Regular,15321,141
2019-02-26,Ottawa Senators,2,Washington Capitals,7,Regular,18506,147
2019-02-27,Chicago Blackhawks,4,Anaheim Ducks,3,Regular,16689,148
2019-02-27,Vancouver Canucks,2,Colorado Avalanche,3,SO,14867,168
2019-02-27,Calgary Flames,2,New Jersey Devils,1,Regular,12019,149
2019-02-27,Tampa Bay Lightning,4,New York Rangers,3,OT,17012,159
2019-02-27,Edmonton Oilers,2,Toronto Maple Leafs,6,Regular,19356,148
2019-02-28,Vancouver Canucks,2,Arizona Coyotes,5,Regular,12767,146
2019-02-28,Tampa Bay Lightning,1,Boston Bruins,4,Regular,17565,145
2019-02-28,Philadelphia Flyers,3,Columbus Blue Jackets,4,OT,17169,166
2019-02-28,Dallas Stars,4,Los Angeles Kings,3,OT,18230,159
2019-02-28,Edmonton Oilers,4,Ottawa Senators,2,Regular,18358,144
2019-02-28,Florida Panthers,5,Vegas Golden Knights,6,SO,18281,170
2019-03-01,Vegas Golden Knights,3,Anaheim Ducks,0,Regular,16456,142
2019-03-01,Pittsburgh Penguins,3,Buffalo Sabres,4,OT,19070,161
2019-03-01,St. Louis Blues,2,Carolina Hurricanes,5,Regular,15363,150
2019-03-01,Philadelphia Flyers,6,New Jersey Devils,3,Regular,15247,153
2019-03-01,Montreal Canadiens,4,New York Rangers,2,Regular,17334,143
2019-03-01,Colorado Avalanche,3,San Jose Sharks,4,Regular,17351,147
2019-03-01,Nashville Predators,3,Winnipeg Jets,5,Regular,15321,154
2019-03-02,Detroit Red Wings,1,Arizona Coyotes,3,Regular,15552,153
2019-03-02,New Jersey Devils,0,Boston Bruins,1,Regular,17565,141
2019-03-02,Edmonton Oilers,4,Columbus Blue Jackets,0,Regular,18628,142
2019-03-02,Minnesota Wild,4,Calgary Flames,2,Regular,19289,158
2019-03-02,Carolina Hurricanes,4,Florida Panthers,3,OT,13923,149
2019-03-02,Chicago Blackhawks,3,Los Angeles Kings,6,Regular,18230,144
2019-03-02,Pittsburgh Penguins,5,Montreal Canadiens,1,Regular,21302,148
2019-03-02,Dallas Stars,4,St. Louis Blues,1,Regular,18166,152
2019-03-02,Ottawa Senators,1,Tampa Bay Lightning,5,Regular,19092,154
2019-03-02,Buffalo Sabres,2,Toronto Maple Leafs,5,Regular,19088,147
2019-03-03,Colorado Avalanche,1,Anaheim Ducks,2,Regular,16690,150
2019-03-03,Winnipeg Jets,5,Columbus Blue Jackets,2,Regular,16091,144
2019-03-03,Ottawa Senators,3,Florida Panthers,2,Regular,11752,148
2019-03-03,Nashville Predators,3,Minnesota Wild,2,SO,18885,154
2019-03-03,Washington Capitals,3,New York Rangers,2,SO,17517,162
2019-03-03,Chicago Blackhawks,2,San Jose Sharks,5,Regular,17252,137
2019-03-03,Vancouver Canucks,0,Vegas Golden Knights,3,Regular,18303,146
2019-03-04,Edmonton Oilers,4,Buffalo Sabres,3,Regular,17775,152
2019-03-04,Toronto Maple Leafs,6,Calgary Flames,2,Regular,19289,151
2019-03-05,Anaheim Ducks,3,Arizona Coyotes,1,Regular,11305,151
2019-03-05,Carolina Hurricanes,3,Boston Bruins,4,OT,17565,158
2019-03-05,Detroit Red Wings,3,Colorado Avalanche,4,OT,18011,156
2019-03-05,New York Rangers,0,Dallas Stars,1,Regular,17974,149
2019-03-05,Montreal Canadiens,3,Los Angeles Kings,1,Regular,17764,142
2019-03-05,Columbus Blue Jackets,2,New Jersey Devils,1,SO,12085,157
2019-03-05,Minnesota Wild,4,Nashville Predators,5,SO,17668,163
2019-03-05,Florida Panthers,2,Pittsburgh Penguins,3,OT,18484,154
2019-03-05,Winnipeg Jets,2,Tampa Bay Lightning,5,Regular,19092,157
2019-03-06,St. Louis Blues,5,Anaheim Ducks,4,Regular,16854,154
2019-03-06,Washington Capitals,5,Philadelphia Flyers,3,Regular,19232,143
2019-03-06,Toronto Maple Leafs,2,Vancouver Canucks,3,OT,18871,151
2019-03-06,Calgary Flames,1,Vegas Golden Knights,2,Regular,18422,163
2019-03-07,Calgary Flames,0,Arizona Coyotes,2,Regular,13341,141
2019-03-07,Florida Panthers,3,Boston Bruins,4,Regular,17565,149
2019-03-07,Buffalo Sabres,4,Chicago Blackhawks,5,SO,21500,158
2019-03-07,Colorado Avalanche,0,Dallas Stars,4,Regular,18011,142
2019-03-07,Vancouver Canucks,2,Edmonton Oilers,3,Regular,18347,146
2019-03-07,St. Louis Blues,4,Los Angeles Kings,0,Regular,17837,146
2019-03-07,New York Islanders,4,Ottawa Senators,2,Regular,11967,150
2019-03-07,Columbus Blue Jackets,0,Pittsburgh Penguins,3,Regular,18611,151
2019-03-07,Montreal Canadiens,2,San Jose Sharks,5,Regular,17471,141
2019-03-07,Minnesota Wild,3,Tampa Bay Lightning,0,Regular,19092,146
2019-03-08,Montreal Canadiens,2,Anaheim Ducks,8,Regular,16580,156
2019-03-08,Winnipeg Jets,8,Carolina Hurricanes,1,Regular,15928,147
2019-03-08,Minnesota Wild,2,Florida Panthers,6,Regular,12388,145
2019-03-08,New Jersey Devils,0,Washington Capitals,3,Regular,18506,143
2019-03-09,Los Angeles Kings,2,Arizona Coyotes,4,Regular,14976,150
2019-03-09,Ottawa Senators,2,Boston Bruins,3,Regular,17565,140
2019-03-09,Pittsburgh Penguins,1,Columbus Blue Jackets,4,Regular,19146,148
2019-03-09,Buffalo Sabres,0,Colorado Avalanche,3,Regular,18052,154
2019-03-09,Chicago Blackhawks,2,Dallas Stars,1,Regular,18532,145
2019-03-09,Toronto Maple Leafs,3,Edmonton Oilers,2,Regular,18347,143
2019-03-09,Carolina Hurricanes,5,Nashville Predators,3,Regular,17724,148
2019-03-09,New Jersey Devils,2,New York Rangers,4,Regular,17386,152
2019-03-09,St. Louis Blues,2,San Jose Sharks,3,OT,17562,139
2019-03-09,Detroit Red Wings,2,Tampa Bay Lightning,3,Regular,19092,160
2019-03-09,Vegas Golden Knights,6,Vancouver Canucks,2,Regular,18286,142
2019-03-10,Los Angeles Kings,3,Anaheim Ducks,2,Regular,17174,146
2019-03-10,Vegas Golden Knights,3,Calgary Flames,6,Regular,19086,153
2019-03-10,Detroit Red Wings,1,Florida Panthers,6,Regular,15238,147
2019-03-10,Boston Bruins,2,Pittsburgh Penguins,4,Regular,18578,149
2019-03-10,Winnipeg Jets,1,Washington Capitals,3,Regular,18506,149
2019-03-11,Arizona Coyotes,1,Chicago Blackhawks,7,Regular,21574,147
2019-03-11,Carolina Hurricanes,3,Colorado Avalanche,0,Regular,16711,139
2019-03-11,New York Rangers,2,Edmonton Oilers,3,OT,18347,157
2019-03-11,San Jose Sharks,3,Minnesota Wild,0,Regular,18907,140
2019-03-11,Ottawa Senators,2,Philadelphia Flyers,3,Regular,18193,142
2019-03-11,Tampa Bay Lightning,6,Toronto Maple Leafs,2,Regular,19491,148
2019-03-12,Nashville Predators,2,Anaheim Ducks,3,Regular,16811,149
2019-03-12,Dallas Stars,2,Buffalo Sabres,0,Regular,17830,142
2019-03-12,Boston Bruins,4,Columbus Blue Jackets,7,Regular,16554,150
2019-03-12,New Jersey Devils,4,Calgary Flames,9,Regular,18529,152
2019-03-12,Detroit Red Wings,1,Montreal Canadiens,3,Regular,21302,143
2019-03-12,Washington Capitals,3,Pittsburgh Penguins,5,Regular,18640,152
2019-03-12,Arizona Coyotes,3,St. Louis Blues,1,Regular,18428,140
2019-03-12,San Jose Sharks,5,Winnipeg Jets,4,Regular,15321,149
2019-03-13,New Jersey Devils,6,Edmonton Oilers,3,Regular,18347,157
2019-03-13,Chicago Blackhawks,5,Toronto Maple Leafs,4,Regular,19342,148
2019-03-13,New York Rangers,1,Vancouver Canucks,4,Regular,18225,140
2019-03-14,Anaheim Ducks,1,Arizona Coyotes,6,Regular,14202,148
2019-03-14,Pittsburgh Penguins,5,Buffalo Sabres,0,Regular,18680,144
2019-03-14,Nashville Predators,3,Los Angeles Kings,1,Regular,17730,140
2019-03-14,Dallas Stars,4,Minnesota Wild,1,Regular,18919,142
2019-03-14,St. Louis Blues,0,Ottawa Senators,2,Regular,13378,143
2019-03-14,Washington Capitals,5,Philadelphia Flyers,2,Regular,19475,146
2019-03-14,Florida Panthers,4,San Jose Sharks,2,Regular,17388,140
2019-03-14,Boston Bruins,3,Winnipeg Jets,4,Regular,15321,148
2019-03-15,Carolina Hurricanes,0,Columbus Blue Jackets,3,Regular,18832,152
2019-03-15,New York Rangers,1,Calgary Flames,5,Regular,18956,144
2019-03-15,Anaheim Ducks,5,Colorado Avalanche,3,Regular,18025,149
2019-03-15,Vegas Golden Knights,2,Dallas Stars,1,Regular,18532,149
2019-03-15,Philadelphia Flyers,6,Toronto Maple Leafs,7,Regular,19290,163
2019-03-15,New Jersey Devils,3,Vancouver Canucks,2,SO,17552,172
2019-03-16,Edmonton Oilers,3,Arizona Coyotes,2,OT,15016,152
2019-03-16,Columbus Blue Jackets,1,Boston Bruins,2,OT,17565,153
2019-03-16,Buffalo Sabres,2,Carolina Hurricanes,4,Regular,15171,141
2019-03-16,Florida Panthers,4,Los Angeles Kings,3,Regular,18022,151
2019-03-16,New York Rangers,2,Minnesota Wild,5,Regular,18844,156
2019-03-16,Chicago Blackhawks,2,Montreal Canadiens,0,Regular,21302,144
2019-03-16,Toronto Maple Leafs,2,Ottawa Senators,6,Regular,18607,145
2019-03-16,St. Louis Blues,5,Pittsburgh Penguins,1,Regular,18641,144
2019-03-16,Nashville Predators,4,San Jose Sharks,2,Regular,17562,146
2019-03-16,Washington Capitals,3,Tampa Bay Lightning,6,Regular,19092,154
2019-03-16,Calgary Flames,1,Winnipeg Jets,2,Regular,15321,142
2019-03-17,Florida Panthers,2,Anaheim Ducks,3,Regular,16523,146
2019-03-17,St. Louis Blues,3,Buffalo Sabres,4,SO,18486,154
2019-03-17,New Jersey Devils,0,Colorado Avalanche,3,Regular,18037,148
2019-03-17,Vancouver Canucks,3,Dallas Stars,2,SO,18125,165
2019-03-17,New York Islanders,3,Minnesota Wild,2,OT,18696,155
2019-03-17,Philadelphia Flyers,2,Pittsburgh Penguins,1,OT,18636,161
2019-03-17,Edmonton Oilers,3,Vegas Golden Knights,6,Regular,18317,150
2019-03-18,Vancouver Canucks,3,Chicago Blackhawks,2,OT,21496,145
2019-03-18,Winnipeg Jets,3,Los Angeles Kings,2,Regular,17842,144
2019-03-18,Vegas Golden Knights,7,San Jose Sharks,3,Regular,17487,147
2019-03-18,Arizona Coyotes,1,Tampa Bay Lightning,4,Regular,19092,149
2019-03-19,Pittsburgh Penguins,2,Carolina Hurricanes,3,SO,14677,168
2019-03-19,Columbus Blue Jackets,2,Calgary Flames,4,Regular,18288,155
2019-03-19,Florida Panthers,2,Dallas Stars,4,Regular,17654,156
2019-03-19,Colorado Avalanche,3,Minnesota Wild,1,Regular,18785,158
2019-03-19,Washington Capitals,4,New Jersey Devils,1,Regular,14815,140
2019-03-19,Toronto Maple Leafs,0,Nashville Predators,3,Regular,17499,138
2019-03-19,Detroit Red Wings,3,New York Rangers,2,Regular,17183,147
2019-03-19,Montreal Canadiens,3,Philadelphia Flyers,1,Regular,19045,141
2019-03-19,Edmonton Oilers,2,St. Louis Blues,7,Regular,17873,151
2019-03-20,Winnipeg Jets,3,Anaheim Ducks,0,Regular,16846,140
2019-03-20,Toronto Maple Leafs,4,Buffalo Sabres,2,Regular,19070,153
2019-03-20,Ottawa Senators,4,Vancouver Canucks,7,Regular,18500,150
2019-03-20,Tampa Bay Lightning,5,Washington Capitals,4,OT,18506,169
2019-03-21,Tampa Bay Lightning,6,Carolina Hurricanes,3,Regular,13785,154
2019-03-21,Ottawa Senators,1,Calgary Flames,5,Regular,18793,140
2019-03-21,Philadelphia Flyers,3,Chicago Blackhawks,1,Regular,21484,145
2019-03-21,Colorado Avalanche,3,Dallas Stars,1,Regular,17543,146
2019-03-21,Columbus Blue Jackets,1,Edmonton Oilers,4,Regular,18347,145
2019-03-21,Arizona Coyotes,2,Florida Panthers,4,Regular,12576,152
2019-03-21,San Jose Sharks,2,Los Angeles Kings,4,Regular,18230,148
2019-03-21,New York Islanders,0,Montreal Canadiens,4,Regular,21302,142
2019-03-21,Boston Bruins,5,New Jersey Devils,1,Regular,14649,139
2019-03-21,Pittsburgh Penguins,2,Nashville Predators,1,SO,17729,159
2019-03-21,Detroit Red Wings,2,St. Louis Blues,5,Regular,18272,136
2019-03-21,Winnipeg Jets,0,Vegas Golden Knights,5,Regular,18430,141
2019-03-22,San Jose Sharks,3,Anaheim Ducks,4,OT,17174,142
2019-03-22,Minnesota Wild,2,Washington Capitals,1,Regular,18506,145
2019-03-23,Minnesota Wild,1,Carolina Hurricanes,5,Regular,16751,144
2019-03-23,Chicago Blackhawks,2,Colorado Avalanche,4,Regular,17099,146
2019-03-23,Pittsburgh Penguins,3,Dallas Stars,2,Regular,18532,151
2019-03-23,Ottawa Senators,4,Edmonton Oilers,3,OT,18347,148
2019-03-23,Boston Bruins,7,Florida Panthers,3,Regular,17129,154
2019-03-23,Anaheim Ducks,3,Los Angeles Kings,4,SO,18230,157
2019-03-23,Buffalo Sabres,4,Montreal Canadiens,7,Regular,21302,155
2019-03-23,Arizona Coyotes,1,New Jersey Devils,2,SO,16514,157
2019-03-23,New York Islanders,4,Philadelphia Flyers,2,Regular,19668,145
2019-03-23,Tampa Bay Lightning,3,St. Louis Blues,4,Regular,18127,150
2019-03-23,New York Rangers,2,Toronto Maple Leafs,1,OT,19251,154
2019-03-23,Calgary Flames,3,Vancouver Canucks,1,Regular,18685,146
2019-03-23,Detroit Red Wings,3,Vegas Golden Knights,2,OT,18437,147
2019-03-23,Nashville Predators,0,Winnipeg Jets,5,Regular,15321,146
2019-03-24,Montreal Canadiens,1,Carolina Hurricanes,2,OT,14437,158
2019-03-24,Colorado Avalanche,1,Chicago Blackhawks,2,OT,21410,155
2019-03-24,Columbus Blue Jackets,5,Vancouver Canucks,0,Regular,17805,143
2019-03-24,Philadelphia Flyers,1,Washington Capitals,3,Regular,18506,147
2019-03-25,Los Angeles Kings,3,Calgary Flames,0,Regular,18471,149
2019-03-25,Nashville Predators,1,Minnesota Wild,0,Regular,18833,148
2019-03-25,Buffalo Sabres,1,New Jersey Devils,3,Regular,12053,154
2019-03-25,Pittsburgh Penguins,5,New York Rangers,2,Regular,17401,143
2019-03-25,Detroit Red Wings,3,San Jose Sharks,2,Regular,17393,146
2019-03-25,Vegas Golden Knights,1,St. Louis Blues,3,Regular,18247,142
2019-03-25,Boston Bruins,4,Tampa Bay Lightning,5,Regular,19092,149
2019-03-25,Florida Panthers,5,Toronto Maple Leafs,7,Regular,19125,157
2019-03-25,Dallas Stars,5,Winnipeg Jets,2,Regular,15321,150
2019-03-26,Chicago Blackhawks,0,Arizona Coyotes,1,Regular,15055,139
2019-03-26,New York Islanders,0,Columbus Blue Jackets,4,Regular,17928,146
2019-03-26,Los Angeles Kings,4,Edmonton Oilers,8,Regular,18347,154
2019-03-26,Florida Panthers,1,Montreal Canadiens,6,Regular,21029,157
2019-03-26,Buffalo Sabres,0,Ottawa Senators,4,Regular,12074,141
2019-03-26,Anaheim Ducks,5,Vancouver Canucks,4,Regular,17633,148
2019-03-26,Carolina Hurricanes,1,Washington Capitals,4,Regular,18506,146
2019-03-27,New York Rangers,3,Boston Bruins,6,Regular,17565,156
2019-03-27,Dallas Stars,2,Calgary Flames,1,Regular,18881,156
2019-03-27,Vegas Golden Knights,3,Colorado Avalanche,4,Regular,16799,158
2019-03-27,Toronto Maple Leafs,4,Philadelphia Flyers,5,SO,19205,159
2019-03-28,Detroit Red Wings,5,Buffalo Sabres,4,OT,16236,157
2019-03-28,Washington Capitals,3,Carolina Hurricanes,2,Regular,14680,138
2019-03-28,Montreal Canadiens,2,Columbus Blue Jackets,6,Regular,18641,152
2019-03-28,Dallas Stars,3,Edmonton Oilers,2,SO,18347,164
2019-03-28,Florida Panthers,5,Ottawa Senators,2,Regular,14230,146
2019-03-28,Chicago Blackhawks,5,San Jose Sharks,4,Regular,17364,145
2019-03-28,Los Angeles Kings,2,Vancouver Canucks,3,SO,18524,158
2019-03-28,New York Islanders,5,Winnipeg Jets,4,Regular,15321,150
2019-03-29,Anaheim Ducks,1,Calgary Flames,6,Regular,19030,139
2019-03-29,Arizona Coyotes,2,Colorado Avalanche,3,SO,18045,164
2019-03-29,St. Louis Blues,2,New York Rangers,4,Regular,17567,141
2019-03-29,Nashville Predators,3,Pittsburgh Penguins,1,Regular,18632,146
2019-03-29,Minnesota Wild,3,Vegas Golden Knights,2,Regular,18492,148
2019-03-30,Florida Panthers,4,Boston Bruins,1,Regular,17565,145
2019-03-30,Philadelphia Flyers,2,Carolina Hurricanes,5,Regular,17833,149
2019-03-30,Anaheim Ducks,5,Edmonton Oilers,1,Regular,18347,141
2019-03-30,Chicago Blackhawks,2,Los Angeles Kings,3,OT,18230,156
2019-03-30,St. Louis Blues,3,New Jersey Devils,2,OT,16514,143
2019-03-30,Columbus Blue Jackets,5,Nashville Predators,2,Regular,17751,148
2019-03-30,Toronto Maple Leafs,2,Ottawa Senators,4,Regular,18655,146
2019-03-30,Vegas Golden Knights,3,San Jose Sharks,4,OT,17562,153
2019-03-30,Washington Capitals,6,Tampa Bay Lightning,3,Regular,19092,154
2019-03-30,Dallas Stars,2,Vancouver Canucks,3,SO,18663,162
2019-03-30,Montreal Canadiens,3,Winnipeg Jets,1,Regular,15321,147
2019-03-31,Minnesota Wild,0,Arizona Coyotes,4,Regular,17431,150
